tanggal,kota,jenis_polutan,indeks_kualitas_udara
2021-12-04,Ontario,PM2.5 - Local Conditions,156
2021-12-04,Cortina Indian Rancheria,PM2.5 - Local Conditions,66
2021-12-04,Live Oak,PM2.5 - Local Conditions,38
2021-12-04,Turlock,PM2.5 - Local Conditions,73
2021-12-04,Bakersfield,PM2.5 - Local Conditions,152
2021-12-04,Madera,PM2.5 - Local Conditions,70
2021-12-04,Long Beach,PM2.5 - Local Conditions,80
2021-12-04,Not in a city,PM2.5 - Local Conditions,74
2021-12-04,Mission Viejo,PM2.5 - Local Conditions,94
2021-12-04,Pleasanton,PM2.5 - Local Conditions,62
2021-12-04,Sacramento,PM2.5 - Local Conditions,64
2021-12-04,Carmel Valley Village,PM2.5 - Local Conditions,18
2021-12-04,San Andreas,PM2.5 - Local Conditions,51
2021-12-04,Vallejo,PM2.5 - Local Conditions,37
2021-12-04,Hanford,PM2.5 - Local Conditions,81
2021-12-04,Ridgecrest,PM2.5 - Local Conditions,14
2021-12-04,Arden-Arcade,PM2.5 - Local Conditions,79
2021-12-04,San Luis Obispo,PM2.5 - Local Conditions,24
2021-12-04,Indio,PM2.5 - Local Conditions,62
2021-12-04,Compton,PM2.5 - Local Conditions,93
2021-12-04,Mira Loma,PM2.5 - Local Conditions,156
2021-12-04,Ukiah,PM2.5 - Local Conditions,54
2021-12-04,Anaheim,PM2.5 - Local Conditions,120
2021-12-04,Oakland,PM2.5 - Local Conditions,43
2021-12-04,San Pablo,PM2.5 - Local Conditions,36
2021-12-04,Manteca,PM2.5 - Local Conditions,65
2021-12-04,Chico,PM2.5 - Local Conditions,74
2021-12-04,Not in a city,PM2.5 - Local Conditions,12
2021-12-04,Ontario,PM2.5 - Local Conditions,156
2021-12-04,Modesto,PM2.5 - Local Conditions,73
2021-12-04,Gilroy,PM2.5 - Local Conditions,59
2021-12-04,Not in a city,PM2.5 - Local Conditions,33
2021-12-04,Calexico,PM2.5 - Local Conditions,86
2021-12-04,Thousand Oaks,PM2.5 - Local Conditions,83
2021-12-04,Ojai,PM2.5 - Local Conditions,35
2021-12-04,Pala,PM2.5 - Local Conditions,73
2021-12-04,Indio,PM2.5 - Local Conditions,47
2021-12-04,San Rafael,PM2.5 - Local Conditions,34
2021-12-04,Livermore,PM2.5 - Local Conditions,61
2021-12-04,Campo,PM2.5 - Local Conditions,34
2021-12-04,Merced,PM2.5 - Local Conditions,63
2021-12-05,Hollister,PM2.5 - Local Conditions,44
2021-12-05,Merced,PM2.5 - Local Conditions,45
2021-12-05,San Rafael,PM2.5 - Local Conditions,41
2021-12-05,Livermore,PM2.5 - Local Conditions,54
2021-12-05,Gilroy,PM2.5 - Local Conditions,55
2021-12-05,Ojai,PM2.5 - Local Conditions,19
2021-12-05,Pala,PM2.5 - Local Conditions,68
2021-12-05,Indio,PM2.5 - Local Conditions,25
2021-12-05,Calexico,PM2.5 - Local Conditions,57
2021-12-05,Thousand Oaks,PM2.5 - Local Conditions,53
2021-12-05,Manteca,PM2.5 - Local Conditions,62
2021-12-05,Indio,PM2.5 - Local Conditions,30
2021-12-05,Not in a city,PM2.5 - Local Conditions,35
2021-12-05,Ontario,PM2.5 - Local Conditions,156
2021-12-05,Not in a city,PM2.5 - Local Conditions,5
2021-12-05,Chico,PM2.5 - Local Conditions,49
2021-12-05,Oakland,PM2.5 - Local Conditions,54
2021-12-05,Mira Loma,PM2.5 - Local Conditions,162
2021-12-05,Modesto,PM2.5 - Local Conditions,64
2021-12-05,Ukiah,PM2.5 - Local Conditions,48
2021-12-05,Anaheim,PM2.5 - Local Conditions,148
2021-12-05,Compton,PM2.5 - Local Conditions,114
2021-12-05,San Pablo,PM2.5 - Local Conditions,58
2021-12-05,San Luis Obispo,PM2.5 - Local Conditions,53
2021-12-05,Ridgecrest,PM2.5 - Local Conditions,9
2021-12-05,Arden-Arcade,PM2.5 - Local Conditions,66
2021-12-05,Sacramento,PM2.5 - Local Conditions,57
2021-12-05,Hanford,PM2.5 - Local Conditions,83
2021-12-05,Vallejo,PM2.5 - Local Conditions,46
2021-12-05,Carmel Valley Village,PM2.5 - Local Conditions,13
2021-12-05,Pleasanton,PM2.5 - Local Conditions,57
2021-12-05,Mission Viejo,PM2.5 - Local Conditions,80
2021-12-05,Not in a city,PM2.5 - Local Conditions,56
2021-12-05,San Andreas,PM2.5 - Local Conditions,46
2021-12-05,Live Oak,PM2.5 - Local Conditions,44
2021-12-05,Madera,PM2.5 - Local Conditions,63
2021-12-05,Long Beach,PM2.5 - Local Conditions,99
2021-12-05,Concord,PM2.5 - Local Conditions,56
2021-12-05,Turlock,PM2.5 - Local Conditions,65
2021-12-05,Bakersfield,PM2.5 - Local Conditions,98
2021-12-05,Cortina Indian Rancheria,PM2.5 - Local Conditions,53
2021-12-05,Ontario,PM2.5 - Local Conditions,156
2021-12-05,Salton Sea Beach,PM2.5 - Local Conditions,21
2021-12-05,Visalia,PM2.5 - Local Conditions,86
2021-12-05,Lone Pine,PM2.5 - Local Conditions,9
2021-12-05,Fresno,PM2.5 - Local Conditions,84
2021-12-05,Atascadero,PM2.5 - Local Conditions,43
2021-12-05,Auburn,PM2.5 - Local Conditions,72
2021-12-05,Long Beach,PM2.5 - Local Conditions,97
2021-12-05,Oakland,PM2.5 - Local Conditions,55
2021-12-05,Not in a city,PM2.5 - Local Conditions,5
2021-12-05,Lompoc,PM2.5 - Local Conditions,39
2021-12-05,Willits,PM2.5 - Local Conditions,63
2021-12-05,Colusa,PM2.5 - Local Conditions,42
2021-12-05,Simi Valley,PM2.5 - Local Conditions,49
2021-12-05,Anaheim,PM2.5 - Local Conditions,130
2021-12-05,Brawley,PM2.5 - Local Conditions,21
2021-12-05,Long Beach,PM2.5 - Local Conditions,99
2021-12-05,Roseville,PM2.5 - Local Conditions,54
2021-12-05,Folsom,PM2.5 - Local Conditions,61
2021-12-05,Lancaster,PM2.5 - Local Conditions,33
2021-12-05,Rubidoux,PM2.5 - Local Conditions,159
2021-12-05,Arden-Arcade,PM2.5 - Local Conditions,65
2021-12-05,Fresno,PM2.5 - Local Conditions,88
2021-12-05,Vallejo,PM2.5 - Local Conditions,45
2021-12-05,Arroyo Grande,PM2.5 - Local Conditions,54
2021-12-05,San Jose,PM2.5 - Local Conditions,54
2021-12-05,San Jose,PM2.5 - Local Conditions,59
2021-12-05,Keeler,PM2.5 - Local Conditions,10
2021-12-05,Bakersfield,PM2.5 - Local Conditions,119
2021-12-05,Sebastopol,PM2.5 - Local Conditions,44
2021-12-05,King City,PM2.5 - Local Conditions,37
2021-12-05,Victorville,PM2.5 - Local Conditions,56
2021-12-05,Grass Valley,PM2.5 - Local Conditions,11
2021-12-05,Folsom,PM2.5 - Local Conditions,56
2021-12-05,Stockton,PM2.5 - Local Conditions,54
2021-12-05,Not in a city,PM2.5 - Local Conditions,48
2021-12-05,Long Beach,PM2.5 - Local Conditions,81
2021-12-05,Los Angeles,PM2.5 - Local Conditions,130
2021-12-05,El Cajon,PM2.5 - Local Conditions,69
2021-12-05,Corcoran,PM2.5 - Local Conditions,83
2021-12-05,Santa Barbara,PM2.5 - Local Conditions,38
2021-12-05,Salinas,PM2.5 - Local Conditions,49
2021-12-05,Nipomo,PM2.5 - Local Conditions,51
2021-12-05,Redding,PM2.5 - Local Conditions,52
2021-12-05,Bishop,PM2.5 - Local Conditions,27
2021-12-05,Redwood City,PM2.5 - Local Conditions,48
2021-12-05,Yuba City,PM2.5 - Local Conditions,54
2021-12-05,Yuba City,PM2.5 - Local Conditions,60
2021-12-05,Rubidoux,PM2.5 - Local Conditions,165
2021-12-05,Red Bluff,PM2.5 - Local Conditions,49
2021-12-05,Goleta,PM2.5 - Local Conditions,35
2021-12-05,Not in a city,PM2.5 - Local Conditions,52
2021-12-05,Yreka,PM2.5 - Local Conditions,62
2021-12-05,Not in a city,PM2.5 - Local Conditions,74
2021-12-05,Victorville,PM2.5 - Local Conditions,57
2021-12-05,Piru,PM2.5 - Local Conditions,23
2021-12-05,Simi Valley,PM2.5 - Local Conditions,48
2021-12-05,Not in a city,PM2.5 - Local Conditions,37
2021-12-05,Sacramento,PM2.5 - Local Conditions,54
2021-12-05,Big Pine,PM2.5 - Local Conditions,8
2021-12-05,Banning,PM2.5 - Local Conditions,22
2021-12-05,Clovis,PM2.5 - Local Conditions,87
2021-12-05,Mojave,PM2.5 - Local Conditions,27
2021-12-05,Campo,PM2.5 - Local Conditions,16
2021-12-05,Oakland,PM2.5 - Local Conditions,60
2021-12-06,Oakland,PM2.5 - Local Conditions,79
2021-12-06,Modesto,PM2.5 - Local Conditions,70
2021-12-06,Pico Rivera,PM2.5 - Local Conditions,133
2021-12-06,Fontana,PM2.5 - Local Conditions,96
2021-12-06,Big Bear City,PM2.5 - Local Conditions,12
2021-12-06,Mojave,PM2.5 - Local Conditions,20
2021-12-06,Clovis,PM2.5 - Local Conditions,63
2021-12-06,Fresno,PM2.5 - Local Conditions,70
2021-12-06,Not in a city,PM2.5 - Local Conditions,81
2021-12-06,San Jose,PM2.5 - Local Conditions,81
2021-12-06,Banning,PM2.5 - Local Conditions,25
2021-12-06,Mission Viejo,PM2.5 - Local Conditions,62
2021-12-06,Sacramento,PM2.5 - Local Conditions,56
2021-12-06,Simi Valley,PM2.5 - Local Conditions,81
2021-12-06,Big Pine,PM2.5 - Local Conditions,8
2021-12-06,Victorville,PM2.5 - Local Conditions,50
2021-12-06,Goleta,PM2.5 - Local Conditions,59
2021-12-06,Truckee,PM2.5 - Local Conditions,33
2021-12-06,Yuba City,PM2.5 - Local Conditions,71
2021-12-06,Rubidoux,PM2.5 - Local Conditions,119
2021-12-06,Piru,PM2.5 - Local Conditions,80
2021-12-06,Rubidoux,PM2.5 - Local Conditions,123
2021-12-06,Not in a city,PM2.5 - Local Conditions,57
2021-12-06,Redding,PM2.5 - Local Conditions,45
2021-12-06,Yreka,PM2.5 - Local Conditions,65
2021-12-06,Nipomo,PM2.5 - Local Conditions,24
2021-12-06,Salinas,PM2.5 - Local Conditions,48
2021-12-06,Bakersfield,PM2.5 - Local Conditions,143
2021-12-06,Salinas,PM2.5 - Local Conditions,37
2021-12-06,Not in a city,PM2.5 - Local Conditions,73
2021-12-06,Los Angeles,PM2.5 - Local Conditions,114
2021-12-06,Red Bluff,PM2.5 - Local Conditions,48
2021-12-06,Redwood City,PM2.5 - Local Conditions,65
2021-12-06,Yuba City,PM2.5 - Local Conditions,65
2021-12-06,Long Beach,PM2.5 - Local Conditions,86
2021-12-06,Not in a city,PM2.5 - Local Conditions,53
2021-12-06,Victorville,PM2.5 - Local Conditions,48
2021-12-06,Santa Barbara,PM2.5 - Local Conditions,58
2021-12-06,Corcoran,PM2.5 - Local Conditions,72
2021-12-06,King City,PM2.5 - Local Conditions,27
2021-12-06,Bakersfield,PM2.5 - Local Conditions,139
2021-12-06,Keeler,PM2.5 - Local Conditions,10
2021-12-06,San Jose,PM2.5 - Local Conditions,71
2021-12-06,El Cajon,PM2.5 - Local Conditions,76
2021-12-06,Arroyo Grande,PM2.5 - Local Conditions,35
2021-12-06,Not in a city,PM2.5 - Local Conditions,8
2021-12-06,Mammoth Lakes,PM2.5 - Local Conditions,21
2021-12-06,Not in a city,PM2.5 - Local Conditions,57
2021-12-06,Rubidoux,PM2.5 - Local Conditions,110
2021-12-06,Stockton,PM2.5 - Local Conditions,61
2021-12-06,Lancaster,PM2.5 - Local Conditions,40
2021-12-06,Long Beach,PM2.5 - Local Conditions,107
2021-12-06,Grass Valley,PM2.5 - Local Conditions,34
2021-12-06,Folsom,PM2.5 - Local Conditions,60
2021-12-06,Anaheim,PM2.5 - Local Conditions,96
2021-12-06,Pasadena,PM2.5 - Local Conditions,88
2021-12-06,Lompoc,PM2.5 - Local Conditions,33
2021-12-06,San Bernardino,PM2.5 - Local Conditions,97
2021-12-06,Bakersfield,PM2.5 - Local Conditions,152
2021-12-06,Sebastopol,PM2.5 - Local Conditions,55
2021-12-06,Oakland,PM2.5 - Local Conditions,77
2021-12-06,Auburn,PM2.5 - Local Conditions,52
2021-12-06,Fresno,PM2.5 - Local Conditions,65
2021-12-06,San Jose,PM2.5 - Local Conditions,68
2021-12-06,Bishop,PM2.5 - Local Conditions,63
2021-12-06,Visalia,PM2.5 - Local Conditions,64
2021-12-06,Ontario,PM2.5 - Local Conditions,131
2021-12-06,Long Beach,PM2.5 - Local Conditions,96
2021-12-06,Palm Springs,PM2.5 - Local Conditions,20
2021-12-06,San Diego,PM2.5 - Local Conditions,79
2021-12-06,Ukiah,PM2.5 - Local Conditions,61
2021-12-06,Arden-Arcade,PM2.5 - Local Conditions,62
2021-12-06,Roseville,PM2.5 - Local Conditions,63
2021-12-06,Folsom,PM2.5 - Local Conditions,63
2021-12-06,Cortina Indian Rancheria,PM2.5 - Local Conditions,56
2021-12-06,Colusa,PM2.5 - Local Conditions,62
2021-12-06,Brawley,PM2.5 - Local Conditions,23
2021-12-06,Azusa,PM2.5 - Local Conditions,102
2021-12-06,Simi Valley,PM2.5 - Local Conditions,77
2021-12-06,Los Angeles,PM2.5 - Local Conditions,114
2021-12-06,Lakeport,PM2.5 - Local Conditions,28
2021-12-06,Reseda,PM2.5 - Local Conditions,102
2021-12-06,Madera,PM2.5 - Local Conditions,77
2021-12-06,Woodland,PM2.5 - Local Conditions,66
2021-12-06,Willits,PM2.5 - Local Conditions,87
2021-12-06,Banning,PM2.5 - Local Conditions,15
2021-12-06,Not in a city,PM2.5 - Local Conditions,18
2021-12-06,San Andreas,PM2.5 - Local Conditions,54
2021-12-06,Long Beach,PM2.5 - Local Conditions,86
2021-12-06,Carmel Valley Village,PM2.5 - Local Conditions,13
2021-12-06,Mission Viejo,PM2.5 - Local Conditions,66
2021-12-06,Chula Vista,PM2.5 - Local Conditions,78
2021-12-06,Hanford,PM2.5 - Local Conditions,74
2021-12-06,Chico,PM2.5 - Local Conditions,62
2021-12-06,Atascadero,PM2.5 - Local Conditions,46
2021-12-06,Ridgecrest,PM2.5 - Local Conditions,20
2021-12-06,San Luis Obispo,PM2.5 - Local Conditions,24
2021-12-06,Anaheim,PM2.5 - Local Conditions,106
2021-12-06,Mira Loma,PM2.5 - Local Conditions,137
2021-12-06,Oakland,PM2.5 - Local Conditions,73
2021-12-06,Lone Pine,PM2.5 - Local Conditions,23
2021-12-06,Salton Sea Beach,PM2.5 - Local Conditions,30
2021-12-06,Indio,PM2.5 - Local Conditions,31
2021-12-06,Ontario,PM2.5 - Local Conditions,121
2021-12-06,Not in a city,PM2.5 - Local Conditions,52
2021-12-06,Long Beach,PM2.5 - Local Conditions,92
2021-12-06,Concord,PM2.5 - Local Conditions,58
2021-12-06,Live Oak,PM2.5 - Local Conditions,46
2021-12-06,Pala,PM2.5 - Local Conditions,73
2021-12-06,Calexico,PM2.5 - Local Conditions,78
2021-12-06,Merced,PM2.5 - Local Conditions,70
2021-12-06,Not in a city,PM2.5 - Local Conditions,68
2021-12-06,Gilroy,PM2.5 - Local Conditions,54
2021-12-06,San Diego,PM2.5 - Local Conditions,75
2021-12-06,San Rafael,PM2.5 - Local Conditions,63
2021-12-06,Indio,PM2.5 - Local Conditions,27
2021-12-06,Campo,PM2.5 - Local Conditions,38
2021-12-06,Hollister,PM2.5 - Local Conditions,46
2021-12-06,Mira Loma,PM2.5 - Local Conditions,151
2021-12-06,Pico Rivera,PM2.5 - Local Conditions,132
2021-12-06,Pleasanton,PM2.5 - Local Conditions,60
2021-12-06,Turlock,PM2.5 - Local Conditions,66
2021-12-06,Livermore,PM2.5 - Local Conditions,52
2021-12-06,Ojai,PM2.5 - Local Conditions,56
2021-12-06,Vallejo,PM2.5 - Local Conditions,57
2021-12-06,Arden-Arcade,PM2.5 - Local Conditions,68
2021-12-06,Sacramento,PM2.5 - Local Conditions,63
2021-12-06,Keeler,PM2.5 - Local Conditions,8
2021-12-06,Indio,PM2.5 - Local Conditions,37
2021-12-06,Manteca,PM2.5 - Local Conditions,62
2021-12-06,Indio,PM2.5 - Local Conditions,38
2021-12-06,San Pablo,PM2.5 - Local Conditions,72
2021-12-06,Eureka,PM2.5 - Local Conditions,40
2021-12-06,Not in a city,PM2.5 - Local Conditions,7
2021-12-06,San Diego,PM2.5 - Local Conditions,70
2021-12-06,Compton,PM2.5 - Local Conditions,118
2021-12-06,San Diego,PM2.5 - Local Conditions,70
2021-12-06,Thousand Oaks,PM2.5 - Local Conditions,87
2021-12-06,Vallejo,PM2.5 - Local Conditions,56
2021-12-07,Merced,PM2.5 - Local Conditions,82
2021-12-07,Oakland,PM2.5 - Local Conditions,54
2021-12-07,Fresno,PM2.5 - Local Conditions,83
2021-12-07,Not in a city,PM2.5 - Local Conditions,12
2021-12-07,Clovis,PM2.5 - Local Conditions,83
2021-12-07,Thousand Oaks,PM2.5 - Local Conditions,58
2021-12-07,Modesto,PM2.5 - Local Conditions,73
2021-12-07,Mojave,PM2.5 - Local Conditions,9
2021-12-07,Fresno,PM2.5 - Local Conditions,92
2021-12-07,San Pablo,PM2.5 - Local Conditions,50
2021-12-07,Not in a city,PM2.5 - Local Conditions,92
2021-12-07,Manteca,PM2.5 - Local Conditions,70
2021-12-07,Simi Valley,PM2.5 - Local Conditions,57
2021-12-07,Indio,PM2.5 - Local Conditions,56
2021-12-07,Banning,PM2.5 - Local Conditions,49
2021-12-07,Sacramento,PM2.5 - Local Conditions,54
2021-12-07,Indio,PM2.5 - Local Conditions,46
2021-12-07,Victorville,PM2.5 - Local Conditions,40
2021-12-07,Sacramento,PM2.5 - Local Conditions,59
2021-12-07,Goleta,PM2.5 - Local Conditions,61
2021-12-07,Yuba City,PM2.5 - Local Conditions,59
2021-12-07,Livermore,PM2.5 - Local Conditions,53
2021-12-07,Turlock,PM2.5 - Local Conditions,77
2021-12-07,Ojai,PM2.5 - Local Conditions,69
2021-12-07,Compton,PM2.5 - Local Conditions,75
2021-12-07,Piru,PM2.5 - Local Conditions,96
2021-12-07,Rubidoux,PM2.5 - Local Conditions,88
2021-12-07,Vallejo,PM2.5 - Local Conditions,51
2021-12-07,Not in a city,PM2.5 - Local Conditions,60
2021-12-07,Hollister,PM2.5 - Local Conditions,58
2021-12-07,Not in a city,PM2.5 - Local Conditions,60
2021-12-07,Campo,PM2.5 - Local Conditions,36
2021-12-07,El Centro,PM2.5 - Local Conditions,40
2021-12-07,Nipomo,PM2.5 - Local Conditions,26
2021-12-07,Gilroy,PM2.5 - Local Conditions,49
2021-12-07,Redwood City,PM2.5 - Local Conditions,52
2021-12-07,San Rafael,PM2.5 - Local Conditions,48
2021-12-07,Bakersfield,PM2.5 - Local Conditions,123
2021-12-07,Not in a city,PM2.5 - Local Conditions,83
2021-12-07,Arden-Arcade,PM2.5 - Local Conditions,68
2021-12-07,Roseville,PM2.5 - Local Conditions,58
2021-12-07,Big Pine,PM2.5 - Local Conditions,16
2021-12-07,Calexico,PM2.5 - Local Conditions,54
2021-12-07,Not in a city,PM2.5 - Local Conditions,89
2021-12-07,Red Bluff,PM2.5 - Local Conditions,37
2021-12-07,Pala,PM2.5 - Local Conditions,64
2021-12-07,Los Angeles,PM2.5 - Local Conditions,73
2021-12-07,Concord,PM2.5 - Local Conditions,55
2021-12-07,Long Beach,PM2.5 - Local Conditions,63
2021-12-07,Live Oak,PM2.5 - Local Conditions,36
2021-12-07,San Francisco,PM2.5 - Local Conditions,56
2021-12-07,Salinas,PM2.5 - Local Conditions,42
2021-12-07,Ontario,PM2.5 - Local Conditions,98
2021-12-07,Yuba City,PM2.5 - Local Conditions,52
2021-12-07,Oakland,PM2.5 - Local Conditions,55
2021-12-07,Long Beach,PM2.5 - Local Conditions,56
2021-12-07,Not in a city,PM2.5 - Local Conditions,57
2021-12-07,Mira Loma,PM2.5 - Local Conditions,99
2021-12-07,Vallejo,PM2.5 - Local Conditions,51
2021-12-07,Victorville,PM2.5 - Local Conditions,41
2021-12-07,Lone Pine,PM2.5 - Local Conditions,17
2021-12-07,Anaheim,PM2.5 - Local Conditions,76
2021-12-07,King City,PM2.5 - Local Conditions,29
2021-12-07,San Luis Obispo,PM2.5 - Local Conditions,35
2021-12-07,Salton Sea Beach,PM2.5 - Local Conditions,51
2021-12-07,Ridgecrest,PM2.5 - Local Conditions,12
2021-12-07,Corcoran,PM2.5 - Local Conditions,85
2021-12-07,Not in a city,PM2.5 - Local Conditions,28
2021-12-07,El Cajon,PM2.5 - Local Conditions,67
2021-12-07,Atascadero,PM2.5 - Local Conditions,54
2021-12-07,San Jose,PM2.5 - Local Conditions,68
2021-12-07,Chico,PM2.5 - Local Conditions,48
2021-12-07,Keeler,PM2.5 - Local Conditions,12
2021-12-07,Hanford,PM2.5 - Local Conditions,82
2021-12-07,Santa Barbara,PM2.5 - Local Conditions,63
2021-12-07,Arroyo Grande,PM2.5 - Local Conditions,35
2021-12-07,Grass Valley,PM2.5 - Local Conditions,27
2021-12-07,Mission Viejo,PM2.5 - Local Conditions,43
2021-12-07,Rubidoux,PM2.5 - Local Conditions,74
2021-12-07,Long Beach,PM2.5 - Local Conditions,59
2021-12-07,Carmel Valley Village,PM2.5 - Local Conditions,16
2021-12-07,Stockton,PM2.5 - Local Conditions,64
2021-12-07,Not in a city,PM2.5 - Local Conditions,13
2021-12-07,San Andreas,PM2.5 - Local Conditions,38
2021-12-07,Willits,PM2.5 - Local Conditions,61
2021-12-07,Lancaster,PM2.5 - Local Conditions,29
2021-12-07,Anaheim,PM2.5 - Local Conditions,69
2021-12-07,Pleasanton,PM2.5 - Local Conditions,55
2021-12-07,Long Beach,PM2.5 - Local Conditions,71
2021-12-07,Folsom,PM2.5 - Local Conditions,60
2021-12-07,Madera,PM2.5 - Local Conditions,96
2021-12-07,Lompoc,PM2.5 - Local Conditions,31
2021-12-07,Oakland,PM2.5 - Local Conditions,52
2021-12-07,Bakersfield,PM2.5 - Local Conditions,129
2021-12-07,Bishop,PM2.5 - Local Conditions,64
2021-12-07,Sebastopol,PM2.5 - Local Conditions,52
2021-12-07,Simi Valley,PM2.5 - Local Conditions,54
2021-12-07,Auburn,PM2.5 - Local Conditions,33
2021-12-07,Redding,PM2.5 - Local Conditions,31
2021-12-07,San Jose,PM2.5 - Local Conditions,65
2021-12-07,Brawley,PM2.5 - Local Conditions,23
2021-12-07,Cortina Indian Rancheria,PM2.5 - Local Conditions,48
2021-12-07,Yreka,PM2.5 - Local Conditions,62
2021-12-07,Colusa,PM2.5 - Local Conditions,48
2021-12-07,Visalia,PM2.5 - Local Conditions,89
2021-12-07,Folsom,PM2.5 - Local Conditions,63
2021-12-07,Arden-Arcade,PM2.5 - Local Conditions,68
2021-12-07,Ontario,PM2.5 - Local Conditions,99
2021-12-07,Ukiah,PM2.5 - Local Conditions,64
2021-12-08,Not in a city,PM2.5 - Local Conditions,12
2021-12-08,San Jose,PM2.5 - Local Conditions,44
2021-12-08,Fresno,PM2.5 - Local Conditions,77
2021-12-08,Ontario,PM2.5 - Local Conditions,96
2021-12-08,Visalia,PM2.5 - Local Conditions,87
2021-12-08,Folsom,PM2.5 - Local Conditions,54
2021-12-08,Colusa,PM2.5 - Local Conditions,67
2021-12-08,Cortina Indian Rancheria,PM2.5 - Local Conditions,53
2021-12-08,Arden-Arcade,PM2.5 - Local Conditions,56
2021-12-08,Sebastopol,PM2.5 - Local Conditions,25
2021-12-08,Redding,PM2.5 - Local Conditions,26
2021-12-08,Simi Valley,PM2.5 - Local Conditions,44
2021-12-08,Bishop,PM2.5 - Local Conditions,82
2021-12-08,Willits,PM2.5 - Local Conditions,21
2021-12-08,San Jose,PM2.5 - Local Conditions,48
2021-12-08,Oakland,PM2.5 - Local Conditions,22
2021-12-08,Auburn,PM2.5 - Local Conditions,36
2021-12-08,Bakersfield,PM2.5 - Local Conditions,138
2021-12-08,Folsom,PM2.5 - Local Conditions,46
2021-12-08,Brawley,PM2.5 - Local Conditions,33
2021-12-08,Madera,PM2.5 - Local Conditions,71
2021-12-08,Lompoc,PM2.5 - Local Conditions,21
2021-12-08,Rubidoux,PM2.5 - Local Conditions,69
2021-12-08,Stockton,PM2.5 - Local Conditions,62
2021-12-08,Pleasanton,PM2.5 - Local Conditions,36
2021-12-08,Long Beach,PM2.5 - Local Conditions,76
2021-12-08,Anaheim,PM2.5 - Local Conditions,66
2021-12-08,Anaheim,PM2.5 - Local Conditions,61
2021-12-08,Lancaster,PM2.5 - Local Conditions,24
2021-12-08,San Andreas,PM2.5 - Local Conditions,43
2021-12-08,Carmel Valley Village,PM2.5 - Local Conditions,15
2021-12-08,Long Beach,PM2.5 - Local Conditions,64
2021-12-08,Not in a city,PM2.5 - Local Conditions,11
2021-12-08,Grass Valley,PM2.5 - Local Conditions,41
2021-12-08,Santa Barbara,PM2.5 - Local Conditions,30
2021-12-08,Arroyo Grande,PM2.5 - Local Conditions,22
2021-12-08,Chico,PM2.5 - Local Conditions,56
2021-12-08,Hanford,PM2.5 - Local Conditions,81
2021-12-08,Keeler,PM2.5 - Local Conditions,12
2021-12-08,Atascadero,PM2.5 - Local Conditions,52
2021-12-08,Mission Viejo,PM2.5 - Local Conditions,52
2021-12-08,Not in a city,PM2.5 - Local Conditions,15
2021-12-08,El Cajon,PM2.5 - Local Conditions,48
2021-12-08,Corcoran,PM2.5 - Local Conditions,83
2021-12-08,Salton Sea Beach,PM2.5 - Local Conditions,28
2021-12-08,San Luis Obispo,PM2.5 - Local Conditions,21
2021-12-08,Yuba City,PM2.5 - Local Conditions,62
2021-12-08,King City,PM2.5 - Local Conditions,38
2021-12-08,Ridgecrest,PM2.5 - Local Conditions,6
2021-12-08,Victorville,PM2.5 - Local Conditions,52
2021-12-08,Not in a city,PM2.5 - Local Conditions,35
2021-12-08,Mira Loma,PM2.5 - Local Conditions,87
2021-12-08,Lone Pine,PM2.5 - Local Conditions,21
2021-12-08,Salinas,PM2.5 - Local Conditions,22
2021-12-08,Long Beach,PM2.5 - Local Conditions,67
2021-12-08,Vallejo,PM2.5 - Local Conditions,38
2021-12-08,Ontario,PM2.5 - Local Conditions,93
2021-12-08,Long Beach,PM2.5 - Local Conditions,65
2021-12-08,Live Oak,PM2.5 - Local Conditions,22
2021-12-08,Los Angeles,PM2.5 - Local Conditions,71
2021-12-08,Pala,PM2.5 - Local Conditions,45
2021-12-08,Concord,PM2.5 - Local Conditions,47
2021-12-08,San Francisco,PM2.5 - Local Conditions,9
2021-12-08,Arden-Arcade,PM2.5 - Local Conditions,66
2021-12-08,Not in a city,PM2.5 - Local Conditions,67
2021-12-08,Big Pine,PM2.5 - Local Conditions,11
2021-12-08,Calexico,PM2.5 - Local Conditions,42
2021-12-08,Not in a city,PM2.5 - Local Conditions,83
2021-12-08,San Rafael,PM2.5 - Local Conditions,15
2021-12-08,Redwood City,PM2.5 - Local Conditions,13
2021-12-08,Gilroy,PM2.5 - Local Conditions,32
2021-12-08,Nipomo,PM2.5 - Local Conditions,15
2021-12-08,Vallejo,PM2.5 - Local Conditions,38
2021-12-08,Campo,PM2.5 - Local Conditions,37
2021-12-08,Not in a city,PM2.5 - Local Conditions,31
2021-12-08,Red Bluff,PM2.5 - Local Conditions,36
2021-12-08,Bakersfield,PM2.5 - Local Conditions,127
2021-12-08,Hollister,PM2.5 - Local Conditions,39
2021-12-08,Rubidoux,PM2.5 - Local Conditions,81
2021-12-08,Compton,PM2.5 - Local Conditions,75
2021-12-08,Ojai,PM2.5 - Local Conditions,30
2021-12-08,Piru,PM2.5 - Local Conditions,34
2021-12-08,Livermore,PM2.5 - Local Conditions,32
2021-12-08,Yuba City,PM2.5 - Local Conditions,66
2021-12-08,Not in a city,PM2.5 - Local Conditions,59
2021-12-08,Turlock,PM2.5 - Local Conditions,71
2021-12-08,Banning,PM2.5 - Local Conditions,50
2021-12-08,Sacramento,PM2.5 - Local Conditions,62
